Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,0375704027,9780375704024,3,4.03,Vintage Books,Paperback,296,2000,1987,4/23/2021,10/9/2019,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,,,5,4.39,Vintage,Paperback,512,2015,2011,4/16/2021,2/25/2021,,,read,,,,1,0
144409,From Third World to First: The Singapore Story: 1965-2000,Lee Kuan Yew,"Yew, Lee Kuan",Henry Kissinger,0060197765,9780060197766,0,4.43,Harper,Hardcover,752,2000,2000,,4/7/2021,to-read,to-read (#58),to-read,,,,0,0
12218696,Otogizōshi: The Fairy Tale Book of Dazai Osamu,Osamu Dazai,"Dazai, Osamu","Joel Cohn, Ralph F. McCarthy",4902075407,9784902075403,0,3.95,Kurodahan Press,Paperback,123,2011,1945,,4/1/2021,to-read,to-read (#57),to-read,,,,0,0
51152447,Caste: The Origins of Our Discontents,Isabel Wilkerson,"Wilkerson, Isabel",,0593230256,9780593230251,0,4.54,Random House,Hardcover,496,2020,2020,,4/1/2021,to-read,to-read (#56),to-read,,,,0,0
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,1400032717,9781400032716,0,3.89,Vintage,Paperback,226,2004,2003,,3/10/2021,to-read,to-read (#55),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,,,5,4.38,Random House,Kindle Edition,208,2016,2016,2/25/2021,2/19/2021,,,read,,,,1,0
37806564,How to Become a Straight-A Student,Cal Newport,"Newport, Cal",,,,4,4.05,Three Rivers Press,Kindle Edition,224,2006,2006,2/25/2021,1/31/2021,,,read,,,,2,0
22329485,Shanghai Homes: Palimpsests of Private Life,Jie Li,"Li, Jie",,0231167172,9780231167178,0,4.22,Columbia University Press,Paperback,280,2014,2014,,2/23/2021,to-read,to-read (#54),to-read,,,,0,0
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair",0679724516,9780679724513,0,4.15,Vintage,Paperback,746,1989,1949,,10/9/2019,to-read,to-read (#53),to-read,,,,0,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,000100039X,9780001000391,5,4.23,Rupa & Co,Paperback,127,2010,1923,,9/17/2020,,,read,,,,1,0
13600473,Vang bóng một thời,Nguyễn Tuân,"Tuân, Nguyễn",,,,5,4.23,Văn Học,Paperback,219,2011,1940,2/16/2021,1/5/2021,,,read,"""Cụ Kép thường nói với lớp bạn cũ rằng có một vườn hoa là một việc dễ dàng, nhưng đủ thời giờ mà săn sóc đến hoa mới là việc khó. Cụ muốn nói rằng người chơi hoa nhiều khi phải lấy cái chí thành, chí tình ra mà đối đãi với cả đến cái đẹp không bao giờ lên tiếng nói. Như thế mới phải đạo, đạo của người tài tử. Chứ còn cứ gây được nên một khoảnh vườn, khuân hoa cỏ ở các nơi về mà trồng phó mặc chúng ở giữa trời, đầy chúng ra mưa nắng với thờ ơ, chúng trổ bông không biết đến, chúng tàn lá cũng không hay, thì chơi hoa làm gì thêm tội với Chúa Xuân.""",,,1,0
43263515,The Monster of Elendhaven,Jennifer Giesbrecht,"Giesbrecht, Jennifer",,125022568X,9781250225689,4,3.56,Tordotcom,Hardcover,160,2019,2019,2/19/2021,2/10/2021,,,read,"magical, brutal, and gay. an entertaining read.",,,1,0
34473,In Praise of Shadows,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō","Edward G. Seidensticker, Thomas J. Harper, Charles Moore",,,3,4.06,Leete's Island Books,Paperback,56,1977,1933,2/13/2021,11/19/2020,,,read,"*things i like about this:<br/>1. it made an interesting point about the distinct aesthetics of the east: silence, dimness, subtlety.<br/>2. it pointed out the significant bearing of technology on culture and vice versa.<br/>3. i swear there was a third point but i just forgot it... i'll get back here when i remember lol<br/>*things i do not like about this:<br/>1. in discussions about aesthetics, it is good sense to ask who gets to decide what beauty is. in this case, there is an abstract ""we"" deciding that to curate feminine beauty, ""we"" must put them away in dark rooms and dye their teeth black; ""we"" must dress and exhibit properly. the fetishisation and alienation is clear: ""Our ancestors cut off the brightness on the land from above and created a world of shadows, and far in the depths of it they placed woman, marking her the whitest of beings."" does this imply somehow that our ancestors do not include women?<br/>2. there are also instances of internalised racism - yellow skin is deemed ""dirty"", and the consequent dizzying chain of argument seems alarmingly sympathetic of anti-black sentiments.<br/>after all, a readable piece of work. however, one must be very careful in reading it.",,,1,0
18490568,"Age of Ambition: Chasing Fortune, Truth, and Faith in the New China",Evan Osnos,"Osnos, Evan",,0374280746,9780374280741,0,4.25,"Farrar, Straus and Giroux",Hardcover,403,2014,2014,,2/6/2021,to-read,to-read (#52),to-read,,,,0,0
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,0307719219,9780307719218,5,4.08,Crown Business,Hardcover,529,2012,2012,,2/5/2021,,,read,,,,1,0
9555,The Elephant Vanishes,Haruki Murakami,"Murakami, Haruki","Jay Rubin, John Chancer, Alfred Birnbaum",,,0,3.85,Vintage,Paperback,327,1994,1993,,1/26/2021,to-read,to-read (#51),to-read,,,,0,0
23557281,Một đời thương thuyết,Phan Văn Trường,"Trường, Phan Văn",,,9786041057289,5,4.39,Nhà xuất bản Trẻ,Paperback,380,2014,2014,1/22/2021,1/5/2021,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,,,4,4.38,Avery,Kindle Edition,319,2018,2018,1/5/2021,1/4/2021,,,read,,,,1,0
43985193,Call Me By Your Name,André Aciman,"Aciman, André",,,,4,4.13,"Farrar, Straus and Giroux",Kindle Edition,256,2008,2007,4/26/2019,4/25/2019,favorites,favorites (#9),read,,,,1,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,1400079276,9781400079278,4,4.14,Vintage International,Paperback,467,2006,2002,,10/9/2019,favorites,favorites (#8),read,,,,1,0
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,0061142026,9780061142024,5,4.1,Harper Perennial,Paperback,248,2006,1998,,10/9/2019,favorites,favorites (#7),read,,,,1,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,,,5,4.34,Penguin Books,Paperback,462,2019,2016,,10/9/2019,favorites,favorites (#6),read,,,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,1400031702,9781400031702,5,4.16,Vintage,Paperback,559,2004,1992,12/15/2019,10/9/2019,favorites,favorites (#5),read,,,,1,0
8694389,Deathless,Catherynne M. Valente,"Valente, Catherynne M.",,0765326302,9780765326300,5,3.98,Tor Books,Hardcover,352,2011,2011,,12/18/2019,favorites,favorites (#4),read,,,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,,,5,4.1,Harper,Mass Market Paperback,417,2003,1967,,12/17/2019,favorites,favorites (#3),read,,,,1,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,,,5,4.33,Doubleday,Hardcover,720,2015,2015,6/13/2020,12/30/2019,favorites,favorites (#2),read,"one of the hardest books i’ve ever read. beautiful, awful, magnificent. i love it so much, but i probably won’t have the courage to read it again.",,,1,0
13152194,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,"Strayed, Cheryl",,030794932X,9780307949325,5,4.29,Vintage,ebook,354,2012,2012,,11/14/2020,favorites,favorites (#1),read,"it is deeply comforting to see my most intimate revelations present in other people’s lives. it affirms me that i am not alone, that becoming is a shared reality among us all, and that someday along the line, i would know some answers and infinite questions about myself as sugar does. sorry if this doesn’t make any sense, but i think for those of excessive sentiment as i unfortunately am, this will make for a good read.",,,1,0
20342617,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,"Stevenson, Bryan",,,,4,4.63,Spiegel & Grau,Hardcover,336,2014,2014,,9/4/2020,,,read,,,,1,0
1450766,The Ugly Chinaman and the Crisis of Chinese Culture,Bo Yang,"Yang, Bo","Don J. Cohn, Jing Qing",1863731164,9781863731164,0,3.68,Allen & Unwin Australia,Hardcover,,1992,1981,,12/30/2020,to-read,to-read (#50),to-read,,,,0,0
29496453,The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama XIV,"XIV, Dalai Lama","Desmond Tutu, Douglas Carlton Abrams",0399185046,9780399185045,0,4.37,Avery,Hardcover,354,2016,2016,,12/26/2020,to-read,to-read (#49),to-read,,,,0,0
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,1580056776,9781580056779,0,4.51,Seal Press,Hardcover,248,2018,2018,,12/25/2020,to-read,to-read (#48),to-read,,,,0,0
18363074,The New Front Page,Tim Dunlop,"Dunlop, Tim",,1922070548,9781922070548,0,3.84,Scribe,Paperback,272,2013,2013,,12/23/2020,to-read,to-read (#47),to-read,,,,0,0
22309627,"How to Love (Mindfulness Essentials, #3)",Thich Nhat Hanh,"Hanh, Thich Nhat",Jason DeAntonis,1937006883,9781937006884,5,4.31,Parallax Press,Paperback,128,2014,2014,,5/31/2020,,,read,,,,2,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0061234001,9780061234002,0,4,William Morrow,Hardcover,268,2006,2005,,12/21/2020,to-read,to-read (#46),to-read,,,,0,0
16060208,Trà Hoa Nữ,Alexandre Dumas fils,"fils, Alexandre Dumas",Hải Nguyên,,,4,4.03,Nxb. Văn Học,Paperback,298,2006,1848,,8/30/2020,,,read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,0316017922,9780316017923,4,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,10/9/2019,,,read,,,,1,0
25135194,Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,Tim  Marshall,"Marshall, Tim",,1783961414,9781783961412,4,4.2,Elliott & Thompson,Hardcover,256,2015,2015,,5/12/2020,,,read,,,,1,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,1455586692,9781455586691,3,4.19,Grand Central Publishing,Hardcover,296,2016,2016,,4/10/2020,,,read,,,,1,0
12161911,Đội gạo lên chùa,Nguyễn Xuân Khánh,"Khánh, Nguyễn Xuân",,,,5,4.38,Phụ Nữ,Paperback,868,2011,2011,,12/16/2020,,,read,,,,1,0
841446,"Essays in Zen Buddhism, First Series",D.T. Suzuki,"Suzuki, D.T.",Christmas Humphreys,0802151183,9780802151186,0,4.27,Grove Press,Paperback,388,1994,1925,,12/8/2020,to-read,to-read (#45),to-read,,,,0,0
76546,The Wild Iris,Louise Glück,"Glück, Louise",,0880013346,9780880013345,0,4.17,Ecco,Paperback,65,1993,1992,,11/25/2020,to-read,to-read (#44),to-read,,,,0,0
45013049,Antkind,Charlie Kaufman,"Kaufman, Charlie",,,,0,3.68,Fourth Estate,Kindle Edition,720,2020,2020,,11/14/2020,to-read,to-read (#43),to-read,,,,0,0
18387373,"Selves, Symbols, and Sexualities: An Interactionist Anthology",Thomas S. Weinberg,"Weinberg, Thomas S.",Staci D Newmahr,145227665X,9781452276656,0,4.5,"Sage Publications, Inc",Paperback,344,2014,2014,,11/14/2020,to-read,to-read (#42),to-read,,,,0,0
381440,The Society of the Spectacle,Guy Debord,"Debord, Guy",Donald Nicholson-Smith,0942299795,9780942299793,0,4.02,Zone Books,Paperback,160,1995,1967,,11/14/2020,to-read,to-read (#41),to-read,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,,,3,3.84,Vintage Books ,Paperback,288,2010,2005,,8/21/2020,,,read,,,,1,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan","Michael Henry Heim, Richmond Hoxie",0571224385,9780571224388,0,4.11,Harper Perennial,Paperback,320,2009,1984,,12/17/2019,to-read,to-read (#40),to-read,,,,1,0
52254343,Essays In Love,Alain de Botton,"Botton, Alain de",,9781447235,,0,3.97,Picador,Paperback,212,2006,1993,,12/30/2019,to-read,to-read (#10),to-read,,,,0,0
574603,Victory at Any Cost: The Genius of Viet Nam's Gen. Vo Nguyen Giap,Cecil B. Currey,"Currey, Cecil B.",,1574887424,9781574887426,0,4.16,Potomac Books,Paperback,434,2005,1996,,10/13/2020,to-read,to-read (#39),to-read,,,,0,0
189123,Love in a Fallen City,Eileen Chang,"Chang, Eileen",Karen S. Kingsbury,1590171780,9781590171783,0,3.84,NYRB Classics,Paperback,321,2006,1943,,10/8/2020,to-read,to-read (#38),to-read,,,,0,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,,,0,4.02,Vintage International,Paperback,308,1991,1947,,10/5/2020,to-read,to-read (#37),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,1476746583,9781476746586,4,4.32,Scribner,Hardcover,531,2014,2014,,1/1/2020,,,read,,,,1,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,,,0,4.26,Simon & Schuster,Paperback,916,2006,2005,,9/10/2020,to-read,to-read (#36),to-read,,,,0,0
16893,The Crack-Up,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Edmund Wilson,0811212475,9780811212472,0,3.9,New Directions Publishing Corporation,Paperback,347,2003,1936,,9/10/2020,to-read,to-read (#35),to-read,,,,0,0
39105652,Decolonizing the University,Gurminder K. Bhambra,"Bhambra, Gurminder K.","Kerem Nisancioglu, Delia Gebrial",0745338208,9780745338200,0,4.18,Pluto Press,Paperback,240,2018,,,9/10/2020,to-read,to-read (#34),to-read,,,,0,0
21413662,"What If? Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #1)",Randall Munroe,"Munroe, Randall",,0544272994,9780544272996,0,4.14,Mariner Books,Hardcover,303,2014,2014,,9/10/2020,to-read,to-read (#33),to-read,,,,0,0
48507288,Good Economics for Hard Times: Better Answers to Our Biggest Problems,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,,,0,4.25,Penguin Books,Hardcover,416,2019,2019,,9/10/2020,to-read,to-read (#32),to-read,,,,0,0
23841432,Night Sky with Exit Wounds,Ocean Vuong,"Vuong, Ocean",,,,0,4.22,Copper Canyon Press,Paperback,89,2016,2016,,9/8/2020,to-read,to-read (#31),to-read,,,,0,0
6149,Beloved,Toni Morrison,"Morrison, Toni",,,9781400033416,0,3.92,Vintage,Kindle Edition,324,2004,1987,,9/4/2020,to-read,to-read (#30),to-read,,,,0,0
34080,The Waste Land,T.S. Eliot,"Eliot, T.S.",Michael North,0393974995,9780393974997,5,4.1,W.W. Norton & Company,Paperback,320,2000,1922,,8/15/2020,,,read,,,,1,0
35996146,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave",,,,0,3.69,AmazonClassics,Kindle Edition,372,2017,1856,,8/20/2020,to-read,to-read (#29),to-read,,,,0,0
12555,The Bonesetter's Daughter,Amy Tan,"Tan, Amy",,0345457374,9780345457370,0,3.99,Ballantine Books,Paperback,387,2003,2001,,8/19/2020,to-read,to-read (#28),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,,,4,4.11,Random House: Modern Library,Paperback,272,2004,1890,8/17/2020,12/18/2019,,,read,,,,1,0
13075601,Chùa Đàn,Nguyễn Tuân,"Tuân, Nguyễn",,,,4,3.96,,Bìa mềm,,1989,1946,4/14/2020,4/12/2020,,,read,,,,1,0
118287,The Body in Pain: The Making and Unmaking of the World,Elaine Scarry,"Scarry, Elaine",,0195049969,9780195049961,0,4.13,"Oxford University Press, USA",Paperback,385,1987,1985,,8/15/2020,to-read,to-read (#27),to-read,,,,0,0
10087892,All Things Shining: Reading the Western Classics to Find Meaning in a Secular Age,Hubert L. Dreyfus,"Dreyfus, Hubert L.",Sean Dorrance Kelly,1439101701,9781439101704,0,3.73,Free Press,ebook,272,2011,2010,,8/15/2020,to-read,to-read (#26),to-read,,,,0,0
13641387,"The Value of Art: Money, Power, Beauty",Michael Findlay,"Findlay, Michael",,3791346385,9783791346380,3,4.03,Prestel,Hardcover,208,2012,2012,,10/9/2019,,,read,,,,1,0
32486486,Xuân Quỳnh - Thơ và đời,Xuân Quỳnh,"Quỳnh, Xuân",Vân Long,,,4,4.47,NXB Văn học,Paperback,272,2010,1998,,8/3/2020,,,read,,,,1,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,0770430074,9780770430078,4,3.93,Seal Books,Paperback,460,2006,2001,,4/15/2020,,,read,,,,1,0
15701232,Bản Sắc Văn Hóa Việt Nam,Phan Ngọc,"Ngọc, Phan",,,,4,3.53,NXB Văn Hoá Thông Tin,,495,2013,1998,,7/14/2020,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,,,4,4.16,Dutton Books,Hardcover,313,2012,2012,,8/21/2019,,,read,,,,1,0
10959,Sophie's World,Jostein Gaarder,"Gaarder, Jostein","Paulette Møller, Eglė Išganaitytė- Paulauskienė",1857993284,9781857993288,4,3.95,Phoenix,Paperback,403,1995,1991,12/15/2019,10/9/2019,,,read,,,,1,0
24861,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,"Hesse, Hermann",Thomas Mann,,9783518367063,4,4.13,Suhrkamp Verlag,Paperback,193,1974,1919,12/15/2019,10/9/2019,,,read,,,,1,0
20820994,I'll Give You the Sun,Jandy Nelson,"Nelson, Jandy",,0803734964,9780803734968,4,4.15,Dial Books,Hardcover,371,2014,2014,12/17/2019,10/9/2019,,,read,,,,1,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger",067973452X,9780679734529,5,4.17,Vintage Classics,Paperback,136,1994,1864,,3/22/2020,,,read,,,,1,0
780889,The Sorrow Of War: A Novel of North Vietnam,Bảo Ninh,"Ninh, Bảo","Phan Thanh Hảo, Frank Palmos",1573225436,9781573225434,3,4.05,Riverhead Books/The Berkley Publishing Group/Penguin Putnam Inc.,Paperback,233,1996,1987,4/1/2020,3/28/2020,,,read,,,,1,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,0735224293,9780735224292,4,4.09,Penguin Press,Hardcover,338,2017,2017,,5/23/2020,,,read,,,,1,0
779021,The Happy Prince and Other Tales,Oscar Wilde,"Wilde, Oscar",,0679444734,9780679444732,5,4.12,Everyman's Library,Hardcover,96,1995,1888,,5/15/2020,,,read,,,,1,0
6452731,Justice: What's the Right Thing to Do?,Michael J. Sandel,"Sandel, Michael J.",,0374180652,9780374180652,4,4.32,Farrar Straus Giroux,Hardcover,308,2009,2009,1/1/2019,4/12/2020,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,,,4,4.39,Alfred A. Knopf,Hardcover,552,2006,2006,,8/21/2019,,,read,,,,1,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia","Eudora Welty, جرجس منسي",,,3,3.79,Harvest Books,Paperback,209,1989,1927,3/28/2020,10/9/2019,,,read,,,,1,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,0679457313,9780679457312,4,3.95,Random House,Hardcover,321,1997,1997,,12/17/2019,,,read,,,,1,0
26011489,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,4,4.49,Orion Children's Books,Kindle Edition,479,2015,2015,8/21/2019,4/24/2019,,,read,,,,1,0
18886906,The Godfather,Mario Puzo,"Puzo, Mario",,,,4,4.38,Cornerstone Digital,Kindle Edition,612,2012,1969,8/21/2019,4/24/2019,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,,,4,4.01,Vintage International,Paperback,159,1989,1942,,10/9/2019,,,read,,,,1,0
323455,De Profundis,Oscar Wilde,"Wilde, Oscar","Masolino d'Amico, Oreste Del Buono",,,4,4.21,Fontamara,Paperback,188,1993,1897,,4/12/2020,,,read,,,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,,,4,4.32,"Harcourt, Inc.",Paperback,96,2000,1943,,12/18/2019,,,read,,,,1,0
25955,The Medium is the Massage,Marshall McLuhan,"McLuhan, Marshall","Quentin Fiore, Jerome Agel",1584230703,9781584230700,0,3.97,Gingko Press,Paperback,160,2001,1967,,3/29/2020,to-read,to-read (#24),to-read,,,,0,0
14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,"Hanh, Thich Nhat","Arnold Kotler, Dalai Lama XIV",0553351397,9780553351392,0,4.3,Bantam,Paperback,160,1992,1992,,3/28/2020,to-read,to-read (#23),to-read,,,,0,0
36436100,Notes on Camp,Susan Sontag,"Sontag, Susan",,0241339707,9780241339701,0,3.95,Penguin Classics,Paperback,55,2018,1964,,3/28/2020,to-read,to-read (#22),to-read,,,,0,0
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Jacob Needleman, Brian Browne Walker, Jane English, James Legge, Toinette Lippe, Vladimir Antonov, Claudio Lamparelli, Gia-Fu Feng, Mikhail Nikolenko",0679724346,9780679724346,0,4.29,Vintage,Paperback,160,1989,-400,,3/28/2020,to-read,to-read (#21),to-read,,,,0,0
135836,"Trainspotting (Mark Renton, #2)",Irvine Welsh,"Welsh, Irvine",,0099465892,9780099465898,0,4.09,Vintage,Paperback,431,1994,1993,,3/28/2020,to-read,to-read (#20),to-read,,,,0,0
11987,The Myth of Sisyphus and Other Essays,Albert Camus,"Camus, Albert",Justin O'Brien,,,0,4.22,Vintage International,Paperback,212,1991,1942,,3/28/2020,to-read,to-read (#19),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,,,0,3.84,Bantam Classics,Paperback,201,1972,1915,,3/28/2020,to-read,to-read (#18),to-read,,,,0,0
94578,The Gay Science,Friedrich Nietzsche,"Nietzsche, Friedrich",Walter Kaufmann,0394719859,9780394719856,0,4.26,Random House,Mass Market Paperback,396,1974,1882,,3/28/2020,to-read,to-read (#17),to-read,,,,0,0
24965,Fear and Trembling,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,0143037579,9780143037576,0,4,Penguin Books,Paperback,160,2006,1843,,3/28/2020,to-read,to-read (#16),to-read,,,,0,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,,,3,4.01,Broadway Paperbacks,Paperback,254,2006,2006,,12/18/2019,,,read,,,,1,0
329866,The Dream of a Ridiculous Man,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,1419160222,9781419160226,3,4.01,Kessinger Publishing,Paperback,32,2004,1877,,8/27/2019,,,read,,,,1,0
34856675,becoming.,Renaada Williams,"Williams, Renaada",,,,2,3.95,,Kindle Edition,130,2017,,,10/9/2019,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,,,4,3.93,Scribner,Paperback,180,2004,1925,,10/9/2019,,,read,,,,1,0
26877039,Milk and Honey,Rupi Kaur,"Kaur, Rupi",,,,2,4.01,Andrews McMeel Publishing,Kindle Edition,208,2015,2014,8/21/2019,4/24/2019,,,read,,,,1,0
11273677,Mắt Biếc,Nguyễn Nhật Ánh,"Ánh, Nguyễn Nhật",,,,3,4.05,NXB Trẻ,Paperback,298,2011,1990,,8/21/2019,,,read,,,,1,0
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,0307341569,9780307341563,3,3.95,Shaye Areheart Books,Hardcover,349,2009,2009,,12/31/2019,,,read,,,,1,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,,,4,3.88,Penguin,Paperback,331,1995,1955,1/9/2020,10/9/2019,,,read,"unbearable in the beginning, also unbearable in the end (but for entirely different reasons).",,,1,0
66421,Politics of Piety: The Islamic Revival and the Feminist Subject,Saba Mahmood,"Mahmood, Saba",,0691086958,9780691086958,0,4.16,Princeton University Press,Paperback,233,2004,2004,,1/16/2020,to-read,to-read (#15),to-read,,,,0,0
42955,The Drifters,James A. Michener,"Michener, James A.",,0449213536,9780449213537,4,4.05,Fawcett Books,Paperback,768,1986,1971,,8/21/2019,,,read,,,,1,0
9175777,"Chi Pheo, Paria Casse-Cou",Nam Cao,"Cao, Nam",Le Van Lap,2876783355,9782876783355,5,4.31,Editions de l'Aube,Paperback,185,1997,1941,,1/1/2020,,,read,,,,1,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,0060530928,9780060530921,0,4.15,HarperCollins,Hardcover,312,2008,2008,,1/1/2020,to-read,to-read (#14),to-read,,,,0,0
537094,The Overcoat,Nikolai Gogol,"Gogol, Nikolai",,1419176528,9781419176524,0,4.15,Kessinger Publishing,Paperback,57,2004,1842,,1/1/2020,to-read,to-read (#13),to-read,,,,0,0
7003187,Cánh Đồng Bất Tận,Nguyễn Ngọc Tư,"Tư, Nguyễn Ngọc",,,9786041004683,0,4.27,NXB Trẻ,Paperback,216,2006,2005,,1/1/2020,to-read,to-read (#12),to-read,,,,0,0
7763,The Joy Luck Club,Amy Tan,"Tan, Amy",,,,0,3.95,Penguin Books,Paperback,352,2006,1989,,12/30/2019,to-read,to-read (#11),to-read,,,,0,0
355190,Orientalism,Edward W. Said,"Said, Edward W.",,,,0,4.09,Vintage,Paperback,424,2003,1978,,12/30/2019,to-read,to-read (#9),to-read,,,,0,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,,,4,4.11,Broadway Books,Paperback,415,2014,2012,12/30/2019,10/9/2019,,,read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,0385333846,9780385333849,0,4.09,Dial Press,Paperback,275,1999,1969,,12/18/2019,to-read,to-read (#8),to-read,,,,0,0
30289,The Republic,Plato,"Plato, Plato","Desmond Lee, Maria Helena da Rocha Pereira, Leonel Vallandro, Benjamin Jowett",0140449140,9780140449143,0,3.96,Penguin Classics,Paperback,416,2003,-375,,12/18/2019,to-read,to-read (#7),to-read,,,,0,0
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,,,0,4.11,William Morrow,Kindle Edition,635,2011,2001,,12/18/2019,to-read,to-read (#6),to-read,,,,0,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη",0937832383,9780937832387,0,3.83,Dante University of America Press,Paperback,140,2003,1513,,12/18/2019,to-read,to-read (#5),to-read,,,,0,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir",,,0,3.96,Vintage,Paperback,255,2001,1925,,12/18/2019,to-read,to-read (#4),to-read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Andrew Lang, Alexander Pope, W.H.D. Rouse, Bernard Knox, William Lucas Collins, G. Chapman, Walter Leaf, Ernest Myers, Gilbert Wakefield, Prentiss Cummings, R. Hooper, Richmond Lattimore, G. Cerri",0140275363,9780140275360,0,3.89,Penguin Classics,Paperback,704,1999,-800,,12/18/2019,to-read,to-read (#3),to-read,,,,0,0
